sha256,modify num,node num,edge num,,,,,,
290900797218E9BC3F37A91099EAABBF0F9471F5C97596E618524F0CB210D470,1,4173,22941,,,,,,
29255159791BD74E50EFD7DD404C790D12EC4AECD0A815BBCEC5E22A52FA3E71,1,1757,7792,,,,,,
2937754F6422313FAB47C2F20367ACE16B8CAEE05EE75844D1327033B7133A10,1,514,1579,,,,,,
295E1CA88F1AF7EE7C8D4A37C55DD7E7D9E0EA5929015492DA785208AEB4684F,1,1375,4763,,,,,,
295E84DEBE2F947898ADAF8B15C33E16D79B6CC506EFFA8318495630DEDB751C,1,1236,5091,,,,,,
298AA16DCC66F15DD399CF9F1BD16F24FBF89C50D4EE121ED9E19549DDF1A802,1,1542,6305,,,,,,
29A1A9AD9F65877989D7686BBAF3833A5C4F47148C819759567C5E130C42FDFA,1,2429,9394,,,,,,
29DEB2F45EDAAB2AFD88AA8F3F209294D54E588B50149383309DE7E4D50AE0BF,1,1228,6622,,,,,,
2A09C7416FE5CA92B577246EAD3C8F00D8F31725D194BC90A6F9CC5FD6E6AD6E,1,1369,4487,,,,,,
2A40CD864AA72862B91D976590A926B39AC9338765E0A41277C59B1F0F9288B4,1,1231,5153,,,,,,
2A65577A02C2978E25CB60E725E7F17CCEC0CDEC9B5A22EDBE2DFC82DD29FE66,1,1231,5153,,,,,,
2A6642A48B7B7C6C45EDAA9091EBDE8905A9CC6BA54446A5DCB2A8BD65449431,1,1773,7810,,,,,,
2A6CAA6331F1D60F8980BD648F6FE1A458D33039D51D9BA5186B080FBBBDFF63,1,637,1639,,,,,,
2A711E012200C654AA45C46588E42E9DA1763FFD3487B409FBCBC24A4E95558D,1,2111,8086,,,,,,
2A8299853A9312723D4D52F140D2D3C57302351ECB74966117442DF4736E86FE,1,998,5023,,,,,,
2A87964F5D403597176D421CA73696F3DBD64C197DE3A96FE0AAACCAE8D7E742,24,676,2658,,,,,,
2AAB0EA5103D2BF69AE9788008EDF2A675EDAE619AD480FB3428328F9B10B0DB,1,616,2117,,,,,,
2B145776F50F2E38A1DE7F172D6B4ED232385F91FAAB4BE2A604668F7FFF14F1,1,1552,6386,,,,,,
2B55802CA27DF217AAB50B5A9AEEE3445C2D219A6383966D496FF4A6063B5A7A,1,610,1741,,,,,,
2B6D6348E48186DE36A9D9A9B7C6759D43182C305F40CFC8CD44050F4B6AFB83,1,1706,6414,,,,,,
2B85AD8516F6D4D848BE5FE5E098BAEB436C91F4C70D3755B1872E5C5B3E3B76,291,876,3203,,,,,,
2B9F1C759553EB2550FA81DDEBFDCB95B0F66A43B39E1F30B75E53079B013B9F,1,322,588,,,,,,
2BA96AFF945CD77A8F9D69BDD0DF391FCDB2940D3431DF6264936FE0A0F3575D,53,818,2332,,,,,,
2BAE35A4B74D5790A2A6A9522FFB3D56542465EF6E0B3F5B8B68922E5EFF8820,85,978,3354,,,,,,
2BF681980BC758B61EAF9D18A24EB3D068BE885AFBEF9D851333B52B9CADBF5E,1,756,2537,,,,,,
2C04DED253EF46413E7DB3D5F4238C72745C3FFF203DC830C48C6C51C37BFC62,1,489,1519,,,,,,
2C11D2E7E6D6E6716F5E4DC1B6013D1710A19A2A97AB0EF70A2B60DC45537BB4,1,461,1326,,,,,,
2CA4B093EA77D1118EBBFF06F17B67BA365A0828F7D788271B388DE4BB4FE0ED,1,806,2298,,,,,,
2CB773781DB79CB0AE783457A1DBC4C1240447C433CF4EA5A6A6D8865283819C,1,1119,3608,,,,,,
2CB77559AE29024713937F6D1F21FEFB95891DAD236ABCB81ADF00863A5550F1,1,1295,5254,,,,,,
2CC7C2154F49574D42245217ACE85E226BDD2DD01D949124A0D3524C4E7AD873,1,1066,3582,,,,,,
2CC8690DB86C0C572DD31CB019EF201C806DCC2D74667F0133C5994DD63B6643,30,489,1519,,,,,,
2CF2FE66BD05BE23E3D9A75E569805C7404A01580948FD1B5B17CE05A47DF8CC,1,847,3274,,,,,,
2CF968F86DC017BE6D122C568ABBAEDB555FBD960E739883FFD6356A501F1128,1,478,1797,,,,,,
2D1F43F942E66972FF57AA2965AD72287A2A58B56589BE2DD005DC4FB30A8CC5,1,1129,3778,,,,,,
2D85F64AB1AD93DF526F870E4154DCDD3BEA6B7A3D81CED6CF09B4178D7A6EE6,1,922,4535,,,,,,
2DB8FF83B2017953412F28D9AABDEDF9FC736411020C48A6FA37A5334765BEB3,1,582,1981,,,,,,
2DCA9C3E5912B22F0F0DDF5E619BBBCDCF9AA48374714AB5F6B78F71346BF6EF,1,710,2871,,,,,,
2DCEA2F33E41B601F9736592DEC1BFFB02F7F25927A0C8B4D325F79071772BD5,1,432,982,,,,,,
2E34BB6DC1D84E0E7ACB762B39197C338CD64DF3C3782ACFA822F0513EE8A347,1,1408,6737,,,,,,
2E71668B571BF3E2845BB651399577CC121152CFC968DA8A4D636B7D2AEAD185,13,1220,3849,,,,,,
2E723FBA3BDB99EE9F4F847599E9E4EDA220BD9211A45E558061212CDF5D6B39,1,1522,6587,,,,,,
2E76FAD01F9B86E7A21541B3231CE0509E1858EA7CFC50B9D5BEAB1B20B7D22A,1,1934,8492,,,,,,
2E7B2E68FC0B9C296C79356E543F97F7E5FF959368A4C9DE55D1DB2B101B821F,1,1526,4688,,,,,,
2E953FACEB1EFDCC982FDD8657995884E0BC8FEFAFE1658782621EB248C26576,1,885,2622,,,,,,
2EAFB3C5DC57EA20614FE4BDC0F23FFCB4520855C66EA18630DD8E29AFA4D8E1,1,1757,7792,,,,,,
2EB80B3544584A61A3636B17445DBBB0A76D061BC92235A59974787A1320B9C3,1,1198,4335,,,,,,
2EBBD1256CD5D77F53DDED765B4CB9CD68F79AEDEF4188A04A07E4F71AB2D89D,1,1779,7053,,,,,,
2EBE8468DD2A239BA34B3FAF19FD0D4A222307AFBD40F2C2B0E05B812226ECBC,1,664,1942,,,,,,
2EC9BAF41FB90DE44FE875C72B5F92195C59BEE4E20AE02A881B011E68374EE8,1,1347,4395,,,,,,
2EC9FCB4BC0D688612F7C1446656904B4887BAFF7A750B42F03288CC4A8B800B,1,1130,4547,,,,,,
2ED698D570FCBA8B452CBB435CAE65CF0F5D1231557CCC7A8A559A7A35972184,1,1617,4551,,,,,,
2ED85E9C68A2F18C4E3549FBAD17EB7BAF88544D241BDE194EF5633BCBF0B1CE,1,303,579,,,,,,
2EF65C11269DF91E15CCEFE5A6FA860BBA1AB3371C6D6CE245DA20B7B5B12C86,1,348,856,,,,,,
2F72F272C0605D545A5A8188EB60409BB3E9551EF869A05F3A5DA25AE9B728F2,1,829,3407,,,,,,
2FD70B55D60A2851327163517BA4DDC221B83FC525F7099F4D4D01DE93E62BC9,1,2623,9343,,,,,,
302C238247C4C99BF9865240DB08A04F137B599BE5A8092761CEDEFDBF830503,1,894,4367,,,,,,
30838B9223D7C9A029D25903030C0EE5784E2556F3FB4994A9A66D0E52452915,15,1464,5381,,,,,,
308E879C112A08E7C319D6A29D43305785431D5824314A0F9959B258AA78C9FD,1,2313,7959,,,,,,
30AF37273123A4DE48A31D4FED89796D223FF376C7D32E099DE1C1BDB7476DF5,1,1305,3907,,,,,,
3105C06E370389A8F915E45BE1A365F1C14406266E2C675FBA815BFE32E71351,1,232,581,,,,,,
317FCE99774458C540B644528CCC0DEB431A586CF1A922E92007B68CFAD8E50A,1,706,1985,,,,,,
31AC7111D7DF24EB446C93972A22EFF9168ED74C9F3AD2F7D9E2CAD8B774E2E1,1,2679,8965,,,,,,
31B2017D693C5F3969002857F687B324EF5FD6560F4A987BD7E4C71C4BA4B74D,1,1071,3467,,,,,,
31B78E603A1969C7A085F9E7C9512C8171CDA5EF91AD36503571D5A8B9A06BDA,1,926,4539,,,,,,
31C5FB3C93B9A8B52257EB9D0A96ED4A851A1C1EA50E0C2A4FBFFC4C89C8AB8A,1,2588,11671,,,,,,
31FA9802359AF69AA6C175D2E725C75FB929DD1BD5E3A67E06BD30B365FF3C78,70,1757,7792,,,,,,
320AD5B0BDF7C0D00D8CC9A1B8E395C31552022BB14E04F3FED1E107E9850B0C,59,1153,3924,,,,,,
32441F3136DDC2A6448F004166F8873A906FF9CAE818EF09ACA84F7553DD13AB,33,1410,3872,,,,,,
326A71487A19E1AC947CB0710D7D81CB3B04BD34DA6497AC727F2BD074F9566C,62,899,3101,,,,,,
327ED0DC643239F9371E3C68EFB42E22CFF55D3BA761F827C2F4F66800598A37,56,1053,3475,,,,,,
328605213ED0D530D483583D3D437F00A110E35D8C41DFC9FC0600A396EC1DCE,57,2363,7602,,,,,,
32A19C6307A93AA73E7503E69471DA0AF44CFC39FC9A31902BDC2ABA763189C0,1,864,3571,,,,,,
32AA50715774249165244F7515D792AFEEC9C96BB43D413DCBD6497C496E02CC,1,1637,7275,,,,,,
32B2727884438C85B8AF8A51E6CA5B7335F38ADFA6E5A021B52619DA02E0D6C6,1,353,948,,,,,,
32BB279779D1824EDE8A3ECC774BB7A92337BBACA37B0DE5134B0AFE9CE4D8EC,1,573,2868,,,,,,
32BCCA7D3C8AE6BB5B0B74BF72697F568A4C8A89E47189C4E8C2E46173CC4064,1,1138,5120,,,,,,
32DAB24E2D3666F0791A24EDEEBD93711D27E52FA711BBF1AAF4F79C4052FF65,1,971,3293,,,,,,
32ECD80828B0E1A369FB5730A38AEFF4DB65D834543A0A27D907A927FE7D76AB,1,1071,3467,,,,,,
330BD0DDFA527F0229871FAB4D28085B0940CB9D34D4611DF5F6C05A1E9CB452,4,788,2261,,,,,,
3313B3575D1E27DB26A26821D6B2FEC01D1DE7931DBFD7FD98BBB116260BE8C2,1,886,2465,,,,,,
333B3068BF380DC09202ECBD8E961A33A3F999E0241DD135C332106BF6263249,1,1298,3987,,,,,,
335EBEE9949BB06DFA30791A515805CC6ABECE90E5618EB9F3FE4B86BF8BB2A0,1,1295,5254,,,,,,
33886FD9A71AC3B23E329AAEEB6FDADE24FCB6F3B0FEB2590D7CBE720BD0028A,63,946,3878,,,,,,
33953B49B467C4D52AFC50A69DF514C35CA8FE6D03282315015BFEDC6A37B8A1,1,2599,10229,,,,,,
339AD2ABE1F3E7B77F6B274B91D77FC97C23CC3033ED55BB470AB9C95627A57F,1,795,2698,,,,,,
33F273B0D079F0ECF74D45DEEBACCD11BCFE7013AF8AE8FEFF4C57437CC56C0C,9,2536,9172,,,,,,
341B1771544D58D4B4ACA7C2436267A3C54673FEEC0787799F71AE871D677729,8,1156,3848,,,,,,
34200114E1CD6A9411E3417572A12A2E9EB1EC5DE9F285F60B2D0F31953209DE,1,1040,4294,,,,,,
34207FC5687363E0C41B36923C754FE5C294C47B9F031E1D6299BB458055771B,1,728,2709,,,,,,
342F2C415FD1DB2A56A7BEDD973BC94030C733F19F413B177A0C28C23EDD788D,52,674,2089,,,,,,
342FA086C5C3E92CCE4C92F2791311A8919C48BE2F20C35AFA789E6330E7AB16,53,2469,11779,,,,,,
3444307A23A2C93EB96CC9F7529549090573C493719B0626F6F6C4AB2F60E121,56,3012,10085,,,,,,
345578FF78244F1F99B08C7B486BCE87F69EA21B2F03BFDE734458ABD55042EF,22,1176,4047,,,,,,
345EAE6D893EF5325D33108188BA1103F4FFACF6B11AA079DD1DE53BAB1AFD80,56,981,4188,,,,,,
3464983E193F070293BA815B1D7FE3559898633C3AF8AE3F1B15FC1ABF0F3B3C,69,811,3126,,,,,,
34B1455963B9214FC9CB72537038CDE4774C31AC8B0D5AFAE1CF6A1FC94BC29A,1,822,2600,,,,,,
34C4C5A111BEB7F641F03BDE16873265A65D4F721BD04CD15F820DB2D5767767,1,1343,4840,,,,,,
34C50FA3B5DD21932C130F12C67CE7C06A68A5B2DB3656BAA4AEA6D35BB9B03B,1,1047,3039,,,,,,
34DF222479FAB68D8979AF64CE5C40C15E2EF8DE7330A63EC82815D76E815EB4,1,891,2851,,,,,,
3514320E43652B6BA6FB71EBAD17ED73405C0E30C0CBECE0725C47CAB3BC6978,1,747,2272,,,,,,
352C02FD917A1C98C82A117BBF2D5A7305BEA69375406BC25175C5BB2A4FBF38,1,663,2050,,,,,,
35B47F309969D9BE06D9DB37B003B20261B1F488B8755FC2027DE1996EDADAED,1,1084,5250,,,,,,
3608878ADFA715C17B02FF953F6467EDFB5F6E6D7295ACB3959AABD396293C10,24,1071,3467,,,,,,
365C5F935D814CE2D5D2F69F87147F6FD3CDE57B36ABA66C2581B17DD0A59678,1,2086,9219,,,,,,
3692B144ECFBA82DC99F35153EF44ACCBE84159648BDCD641D6D09DB5500CF29,1,894,4371,,,,,,
36A74AABA1C4AD602801608D1383B1D4A86AACEB703BCAE8536367256226C2C4,1,2363,7602,,,,,,
36BB7BA88F676136C0794188BE94022648DFD502F1FA6D86238BC5EF5EADA5A7,1,871,2459,,,,,,
36DD396978CE4E158DB2208F9D5D29B228CE34A8863A75EB3DB5BCF82DFD6739,291,2080,7851,,,,,,
36EE72ED1407B9A61E9C14B4FB88A0B6F776FB4F1AD30EB646DC3F05384F9449,1,212,465,,,,,,
370BAD9620CD6CAA30F96C172A869E32BA5B12866CBBBF97935C06A64529B4CA,53,171,529,,,,,,
375B20947A1E400A6D8BB1A92142DF065F51D4CC6FE202CE9BE8338BABFDFC4A,85,1060,3337,,,,,,
37A15CDEBECB2AA90EA778FC770AB63B6730CE773CED638AC86E80FAFD7CF629,1,207,421,,,,,,
37A1644349142CAC61BFC635BC3969FEC016E26906B27BB20549DF7141E9155C,1,875,2386,,,,,,
37AAFD2059B01A638858EC19A3674912D0CD1B2DD0B1678CF74CF9DC15CC846F,1,656,2083,,,,,,
37D3C80067D4F5824D301C25569793924EBE05AED4AA93E191EB658EF41B7F64,1,1051,3368,,,,,,
37D75127F8EC3CDA65B073A4626A08852CEFE3DBB01FAD2AE1AF88D710439CAF,1,683,1511,,,,,,
3842CEDF4AF07AD3C4B80A123E7AEFBF499783D82D490D6C3479271E490446DB,1,3184,16609,,,,,,
387F70878E6EA0E1798DC4DCB9C04C62B1F2F1BB30800619563D329E4FBD9725,1,1773,7810,,,,,,
38C8CAC9F2F0E916A907535C1A92007BE6E9508870E835BEAAD1FBEBE602113E,30,702,2259,,,,,,
38DC25C65399F2EFD5010850EECCE3C0E711D59460BA53CE83F590278BE3881F,1,1027,3782,,,,,,
3912E56B22C43F0D0808B34EEC827272C7A3009F886659563155A46777AA631C,1,1757,7792,,,,,,
391EAE61A0CEEA701F5DA4A1547AA148BD3BCA500173BE0EB1F5AAC82507E4E0,1,1340,5917,,,,,,
3924B51E95662703B4658CA89A75F390E77ED0515A6425E0289730CDB820A034,1,2167,8034,,,,,,
3932814A8BA1D5A229879626E7767C3A76AEED9CE24AB501A070043989861165,1,4046,17525,,,,,,
393608B7421158611F25F6A4DBE3D1BDF738A3A2BA6882ED437A38ECE080ED35,1,3203,14812,,,,,,
396A279A3D1C19C821242BD133AF3159E36FFFA1E982641829A5853C1884DF17,1,1018,3564,,,,,,
396B6F6557175937F3AB43D575555EF03F427EE5908F58719168EFC62DC8936A,1,1183,3554,,,,,,
39727CEFC1A738E0001A855F6A526E18EFFE13D7BE3836F649C860317385FB45,13,964,5697,,,,,,
3977DA80D76598751A97E00D06A539EA146E0708605097A80AC3B939295EC655,1,1742,6013,,,,,,
398926AB9F7BDBF76A2201FDB4BF502E7414F022921A70C4966D8D4ED2E9FFD2,1,1371,4682,,,,,,
39B36194B60A53852893858AB55A0082AAA1CAC295C5E40FC257D606932C5B5C,1,617,1942,,,,,,
39B8A8637CCE815E8E28A0FB18E54309CD142BEE165A572A584C0FE9B438CC6D,1,2149,7212,,,,,,
39E08CC1E9579DD17F914803FB1B41711084E6208CA22BA2234E07C926B1ECD1,1,1773,7810,,,,,,
3A0498A9A9763BFF9ED644C0A999A58A023D7FC76575236A1B7315160317E3F6,1,1417,4430,,,,,,
3A48D413182E0EA3FBF9B162EEA05BCA16CB3A6C86ED898BB871083CCE3196D1,1,494,2105,,,,,,
3A5040EFFC2FF2B0A85D7BB5404426786E6ECF762A0F79E004602D1803AF3FCB,1,1797,5094,,,,,,
3A613B35657A42E963A2713C3B8AFDF2EE779EB9DFE6F310CAEA0D07966B4C9A,1,332,1002,,,,,,
3B3FCBEB22A0BC2614963D98191CE40C782E9B541F4A048A411EE77390BCFA25,1,1757,7792,,,,,,
3B6433375BD5CFC25019B00096BD570610074BCE19487D26B3982815D0CE68B1,1,1076,4152,,,,,,
3B6EDABE89661269585120E50534C26F997E3CA31FD8E3EBEA07C8B509F52A79,1,927,3313,,,,,,
3BA6CD7E77C05817B3174085C29E0192272405DC58476E321E5D9C14CE7D083C,1,713,2608,,,,,,
3BECAD733130192D82FD5FDA7811C5FFCC04E4A6BAFB83E0F27AA1B17A7FB87F,1,936,2663,,,,,,
3BF3B90156B23049D4EFCD6DA5C7B6F36044077D02807C08B8335014E38537EC,1,656,2083,,,,,,
3C115981424CBEA2A75651DCE29C637F9DF1A01B00EC06BA39D6AD7D0D33662C,1,884,2788,,,,,,
3C19752E58195A0A7C7C29F380D6DA03703BB0590FBE9119E8524C5A57070D1A,15,1757,7792,,,,,,
3C2190A8047BF10BBA0915F086FE18EC1C5FBB7CBFCDC95B41B23A306BD0ECF3,1,743,2293,,,,,,
3C54E9930EA87DBC87BB80B9E9EB837387AB37058038EBE149794F9898D40572,1,2383,9730,,,,,,
3C6BE0819DB1D94543A0E165B3E7BBF21DF18CE336D53FFDFF9CCB74B3736307,1,1331,5095,,,,,,
3C6DFA528D0E26D35BD96FD92F41FCA3EB95D6A56CB9F631B68831A965B5E4B6,1,570,1464,,,,,,
3C71767CA3DBCBAC55F9BF8252EA34C93F859F96CA038EBAD9E6AA4028754341,1,1773,7810,,,,,,
3CA368C2AA42D8D21E928F2B1BB88AC4B53DC783A10AC3BF314D8BD9EF6302F8,1,1206,3656,,,,,,
3CBD2FE75F5CC0E7C18FB202911A695D0CC2129374F7D1F131397776ED1A04F5,1,1160,4148,,,,,,
3CDD6007A8B232CFC019524B7190DFCEF22DC3195AD6DD2C56EECBF3E8DCCA6B,1,1275,4483,,,,,,
3D29DB723A0962DA68AE3AE1DF53249C54768F0DC82433CEAC032877992A1AA5,11,445,1328,,,,,,
3D677C06EF1A8368A2D44ED0FD6B0894C5C0BACCBCE2306B81A6AAE0C3AE4582,32,1034,9095,,,,,,
3D77182C6BF7931D5B7E331D4E6C450D30AE8D29F635A747C880B0539E5A0A07,10,1946,6542,,,,,,
3D804EBE01C7F9C382EFB49677FA0E9F10FD113EDAE59FF445CCE22401F4BFF8,2,1538,6504,,,,,,
3D846B4A57B765E46A6282DDB5A7B36E803D3D42DC0A5AA16A51BB1F704F1C62,2,855,2339,,,,,,
3D9046BD9C56FF6AEADDECB57082100E45BE11A1F51C3C2CB2567FA59CDA82CE,738,1483,4929,,,,,,
3D98A3A24A91ADAE4124180203EFC1C50AB415894ACAAC6E527EEF5A80523205,5,590,1730,,,,,,
3DAD8E1E5A647A00452BD11F5CF45A114E24E873927E636CDF5A89ECBA535BF9,3,1757,7792,,,,,,
3DC98383C62677F848A7E6783578D45112A10A9C3546E00881D2E1BCE4CB2FC6,8,1025,4250,,,,,,
3DE55B2585C23DF39912A364BC2BC2DAA07EC5AE8FF560813EFE88D869C0CD2E,6,758,2112,,,,,,
3E26804CDFC96DE94AFDB8A2E2B3F91C096C3A7B8C7AB697F9A74306817E794A,5,1757,7792,,,,,,
3E277C8BB062525320156D54B3452B1C99ED56222D73AD55BBD971E311C059B8,12,706,1837,,,,,,
3E558A7439D77BE21844CA04ED65B35340D3E0ECAC96D60FED5995541428AD76,6,709,2751,,,,,,
3E751E03334FA29AAA96956BD55EC96C9F53B12BFBD39BAA5FBD32F9BCB9FB3F,1,1333,4609,,,,,,
3E8D3639119FA34473EEAA3B1E304CD79B449942DC2544012ED564D2F52A2F46,4,847,3403,,,,,,
3E9209342BB7B55B24AC83A178C448E942F290C6981C08F4D71A87EBAB545EE8,6,1757,7792,,,,,,
3EBFBC457CE2032CEF1026E1F1060F6DF0146BD6F719009AE559281B1C42B6F6,254,1757,7792,,,,,,
3EE73FBAF9695B220ACEF527EA36FC0304A8DC5BF298DA0599DEAE775F106F0D,1,990,2833,,,,,,
3FF48CDA6473EF246BD8840FC2E21E8EF62877F28CFED7561B3480A97DF8BF69,317,748,3876,,,,,,
400954C8EE59CC71CD41763C494B63D5A433FDB82EE6749EF5473CAB59C03896,4,951,4416,,,,,,
401B514E559308D7BD72F24C420F8D8C8E4FF22D015639E9B2D4B2C68EE8F557,4,745,2580,,,,,,
4036E81B059C7FC6092CCF62B2663D183F75B4826C5D958DE00052AF9FE3266B,1,729,2715,,,,,,
40682C962CEDF1B7AF39DA4AD8258E6C41DB056BBCC580E46D4040E33F0E61C2,19,473,1603,,,,,,
4073757C9C0A8D1B9463A4ACF9BD894BE1A26BD02C10EAC47F6F1C76DC7F1746,2,802,2137,,,,,,
40770357CE6AC47AF3B95B037DE0E0E5CF1375E0E844DFB74190113B4E2BE842,2,516,1487,,,,,,
40A4FD7464D4A795B258D07ADDF79DAF77FC11E88DA979C656AF26AF8062A4B2,3,729,2715,,,,,,
40DFA21EB6258A06689A8ADC0C3A53D77D5EFDD0164056648A9E69D72858DB92,107,1131,3894,,,,,,
40EF3BB49B93EE5938BCB1F63352C53BC6BA21EB7C8D50CF73363690D7C9A369,40,226,498,,,,,,
410EC7F80BC1C942583FE8D63CF3EEDC7D5BFE30AC125B50E1769CCFF84DF60F,13,1167,3551,,,,,,
412BD9BB660207CF1A3C6B5A0F86EA161168D0625D063E471430931A65F7DF21,45,1265,3682,,,,,,
41921404C74DC42FF62026EC9B59F595AA5D0835BF68E805E3E3E93B8924C1F0,1,948,3848,,,,,,
419F75CCFD0E0DCCE8A0B7E1107B487CB66365E4BA8A36E608D14BDE8C0410C4,4,858,4115,,,,,,
41BD9843692B7421B2FBCEAC3C2F6AF3CE9C92339C10D43898E7E072B8E28BE3,2,2994,11848,,,,,,
41C776ACD0191B5B8440F6AA4ACB01B957A38310A50DEE5005A7E68F4A1B1583,5,1757,7792,,,,,,
41CA670FDB0E2FA46AC21716A0A6FB91D8516F828CF1598EA75A0EDAE1501970,3,707,2580,,,,,,
41EBA25D6F9E0D10C21A7585F72707336D28538CE8E0B6E8C1B3E04DC12885BA,1,1574,6910,,,,,,
427D40EF4A7AA0B3093DE551B683E590E588DD361AB934E7A69FC2594E69CEB0,4,696,2202,,,,,,
428E6A11240EDADF846919A6C6CE3BB0442CA3C099CA07541CEFFC80FF5F3A69,5,960,2709,,,,,,
42B0186D9AFC5F3F4380FBBCD738845E414B720D267C22B5F56DE7AB8CF6810B,3,1454,4753,,,,,,
42C41230805E5BC551E70521D9AF65D036851B67B62BB45217C58FADE343AD19,8,2296,7625,,,,,,
42C48630DFAD88FE0F9BCA1C6BDDE5757FF4415E083421B5222AAB6F9C516FE8,1,330,664,,,,,,
430321F66D28396507AA468EBD9A208E7D698DE35A41FC2BE80337799341E327,5,992,3044,,,,,,
431F73CB1EDCF4219522FFB03E74AA92BAF43586BB705E4F4D07461338F8D388,1,1757,7792,,,,,,
4334529F3592DE23B1D3CB90D104F1E88FC9C0CA58C538D5BBACCD382F69D952,1,164,378,,,,,,
433533ADCB1EB1508A1B65580F970BA10ED1EF4A10195FC206EC4F62480DC9AB,2,2601,10232,,,,,,
433F0B37153DB2C5D17B103AEC7E869B095442190AC1D9E61D080626D5818C86,1,1100,3608,,,,,,
43409AD981A6395B2B2E43D840A52A0CF80E4EE16466CED0CA16C17B3500F7B5,4,1773,7810,,,,,,
43432F8E99D8CAC8D139DD9229C0544702B7088432D36573CA04077BF6A115CF,3,4332,21651,,,,,,
4344D2FC9188706511FDF168CFFC180A1BB7F7AC26C98E8672655E9D1B55A6D5,2,1291,5794,,,,,,
4376C2EDF6AE77892E4ED95F59E9B0F71F601270C89FD334E1F4B6C6981F9453,33,1285,5053,,,,,,
4391BFB5C92A8ED3EB7AD910E11056216742EB69201244F342BCBDF8E3DF60A1,423,2190,7860,,,,,,
43C1AD7E7459F405E97BEA905053F281B4BD5665F21C0903548E625639F13421,7,934,3193,,,,,,
43EFD8681DFEB192F895B70AC429529F08DA253998E437F3B06F2DD4157B2F45,3,704,2664,,,,,,
43F144328002B0B83867E9758F68E561FE2E181880B53C7CBE048CEE67A439C6,49,489,1519,,,,,,
43F264E4C0D8B7D6325D28452408925B0451A28C87F3100E201D476DBFDF8A27,383,1329,5344,,,,,,
440F910365D78A0000274777FB317D51D7B950FD9A4C2603E930D72C81DFC6A5,3,1757,7792,,,,,,
44410D5F7C5D2555ADADFAC4970297DAC1B51977E785645529A747487E5418A1,1,1773,7810,,,,,,
446543A6E27E92396E922E90DF4075B60E1278C540C9FC92DA897D83ED8C9AF5,2,1860,6293,,,,,,
448D4732B1DC74A72297328025BCB51683AEE96D99575207074DC14E9624D447,1,1757,7792,,,,,,
44B11D39CCEB9CA082EDD970AE423D1AB9E98F0698AEB157373F2BF6CD76E5BF,1,196,309,,,,,,
44C236B5AFEB766FF60C8FF6E8358F879BB60827D8489D616D271FF1EA219D94,11,1161,5375,,,,,,
4507082A609EC5F47EF1D5656904F00416DE9B6236640763E26448F3FE76F857,4,2351,10370,,,,,,
452C855B58AC71E29C652256ED7442C4C3EDA4A4C3BC0C7678B1AC281D2833E6,9,496,1297,,,,,,
453272DC6BDC782F2D0092F3F0008C72DAB822A63C6AC7F71B69AEDE9344B2DF,6,270,667,,,,,,
454DCB2FCC3C133D8E9A9C83F0C4A43DBDA2F4E295BA4CD41B2A72539B545731,2,454,3101,,,,,,
456890B232A373FCDC18F1FB085D7A5AF08D40D80BF5D4BC220E0F4DF9553427,2,730,2212,,,,,,
45983A831D9A864B857D004A8F57B483930A0CCD374151E75994A2A176D787C0,5,756,2329,,,,,,
459944FB4D470A9F0C6A19D77187D3E964A1E763CF930C1F1D0A0CA66E0971AA,24,1292,3957,,,,,,
45B21D37DC0C69AAAB0B5CEE6012B7FFBA3386A25A6AD4744D202CC2766189BA,55,453,2210,,,,,,
45C35A1E318FC183D88F671D42D8C2DFF3F730848B0BC74BD9A9955D0C5E9D02,4,2714,12935,,,,,,
45CDE9D5C0EF4D74D480833DDB5CB3A7CD4985275720A4E9459E29B5B209CEE4,2,934,2974,,,,,,
45E632B6015095A09151506FBA356B864DA5E5F49BB9246FC8490D2D9FB84839,6,1757,7792,,,,,,
45FED3AD9D228A09D56BAC79CFB9DD7F6F12EFF5EA51D738201944A1DD094696,9,2166,9378,,,,,,
4629B633459EE15FB5C5F4CD5A1B6915EC250EAF3F3B4500523F27DC9B6DEDA2,33,927,3313,,,,,,
4632A068B651529AB429DFDAE8EC4B32565C45CF307D95EF72CEE46D9878BA26,1,548,1793,,,,,,
463C07BCB8D28BFCA5F6C85682FC0B9D23D36FEADB2BFD581C77E570AF01BD39,1,1237,4341,,,,,,
4677F870007CBF3B1C8AE089BD194714FF6A52C578176397B5B7C58710E85AB9,2,1112,4636,,,,,,
467F40F7EE12D5307E54CDF7C71768768960ED9C89C7CFC7155741F19FAE90A6,3,914,2713,,,,,,
468A03F68D4A60A43B414AD8AC5BB9CBF3797740E9CD385B9C54CB19F54389D9,1,2089,7404,,,,,,
46EE368A7D65987B438A1FBFFDE9E69A28883C4D98047BC828AB6990AE6AEDA0,24,930,3106,,,,,,
47227FB7BC3FD76F712E58C21B67627BE1E086789AE82919E6909F4B6D94B5F9,5,3332,12064,,,,,,
47AA71239E6F780A39F8E50DD0651035F0304366096E9DEFA5D322063875535B,5,606,1634,,,,,,
47BDE1BE2519A084002CF25EA9E741A6BE724B12E802180575A6050E2C61ECA8,6,983,4406,,,,,,
47C1BF42A1FF9FACB2B6FE9DE9A6F41489A48432BF5527AC9F0E38B75BA8C609,2,1378,5389,,,,,,
47CAFB619BD8AAAC4B461BCB7519A10024B67D60DDAE8D17C8E56482A7CA551F,2,1704,8642,,,,,,
